	Avg_bc1001	Var_bc1001	Avg_bc1002	Var_bc1002	Avg_bc1003	Var_bc1003	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
BET	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
BIOT	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
CMP	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
CO2	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
Ca2+	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
Cbl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Chorismate	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
Cl-	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
Co2+	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
CoA	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
Cu2+	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
D-Arabinose	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
D-Glucose	0.0568302859361305	0.0040003275512493245	0.1159424463838134	0.0166042906832376	0.11907904369384174	0.017562051030456095	2.696825483950639	0.0826260468078937	1.2828729080213588	2.0352870415464444	3.979698391971998	2.1965230819023605	bc1001.bc1002.bc1003	1	.bc1002.bc1002.bc1003.bc1001.bc1002.bc1003	4	bc1001.bc1002.bc1003.bc1002bc1001.bc1002.bc1003.bc1002.bc1003bc1001.bc1002.bc1003.bc1001.bc1002.bc1003bc1001.bc1002.bc1003	4
Deoxycytidine	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
Deoxyguanosine	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
Enterobactin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Fe-enterochlin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Folate	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
Formate	0.0	0.0	0.0	0.0	0.0	0.0	1.7978836559670928	0.036722687470174986	0.0	0.0	1.7978836559670928	0.036722687470174986	bc1001.bc1003	1		1	bc1001.bc1003	1
GTP	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
Glycerol	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
Glycine	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
H+	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
H2O	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
Heme	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
K+	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
L-Alanine	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
L-Arginine	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
L-Asparagine	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
L-Aspartate	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
L-Cysteine	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
L-Glutamate	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
L-Glutamine	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
L-Histidine	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
L-Inositol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Isoleucine	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
L-Lactate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
L-Leucine	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
L-Lysine	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
L-Methionine	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
L-Phenylalanine	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
L-Proline	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
L-Serine	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
L-Threonine	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
L-Tryptophan	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
L-Tyrosine	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
L-Valine	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
Methanol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Mg	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
Mn2+	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
Myristic acid	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
N-Acetyl-D-glucosamine	0.0	0.0	0.0	0.0	0.0	0.0	1.7978836559670928	0.036722687470174986	0.0	0.0	1.7978836559670928	0.036722687470174986	bc1001.bc1003	1		1	bc1001.bc1003	1
NADP	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
Na+	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Niacin	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
Nicotinamide ribonucleotide	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
Nitrate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Nitrite	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
O2	0.071843178641156	0.0052630767327244265	0.07200175794165135	0.005300940559075606	0.07213065714724283	0.005305662883134414	2.696825483950639	0.0826260468078937	1.4139525759292801	2.039303094806315	4.1107780598799195	2.2085712416819736	bc1001.bc1002.bc1003	1	bc1001.bc1002.bc1003.bc1001.bc1003.bc1001.	4	bc1001.bc1002.bc1003bc1001.bc1002.bc1003.bc1001.bc1003bc1001.bc1002.bc1003.bc1001bc1001.bc1002.bc1003.bc1001.bc1002.bc1003	4
Oxidized glutathione	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
PAN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
PPi	0.0	0.0	0.0	0.0	0.0	0.0	1.7978836559670928	0.036722687470174986	0.0	0.0	1.7978836559670928	0.036722687470174986	bc1002.bc1003	1		1	bc1002.bc1003	1
Putrescine	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
Pyridoxal	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
Riboflavin	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
S-Adenosyl-L-methionine	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
Spermidine	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
Sulfate	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
TRHL	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
TTP	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
Thiamin	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
UMP	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
Zn2+	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
chromate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
dATP	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
dGTP	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
ddca	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
fe3	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
meso-2,6-Diaminopimelate	0.0	0.0	0.0	0.0	0.0	0.0	2.696825483950639	0.0826260468078937	0.0	0.0	2.696825483950639	0.0826260468078937	bc1001.bc1002.bc1003	1		1	bc1001.bc1002.bc1003	1
