	Avg_bc1015	Var_bc1015	Avg_bc1010	Var_bc1010	Avg_bc1008	Var_bc1008	Avg_bc1016	Var_bc1016	Avg_InAmount	Var_InAmount	Avg_OutAmount	Var_OutAmount	Avg_AllAmount	Var_AllAmount	In	InAmount	Out	OutAmount	All	AllAmount
1,2-Diacyl-sn-glycerol dioctadecanoyl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
2-Oxoglutarate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9999998727897372	1.61824502673311e-14	0.0	0.0	2.9999998727897372	1.61824502673311e-14	bc1008.bc1010.bc1016	1		1	bc1008.bc1010.bc1016	1
4-Hydroxybenzoate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
5-Aminolevulinate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
AMP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
ARSENOBETAINE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Acetate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
Adenine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		1		1		1
Adenosine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999999957596579	1.7980500359804225e-15	0.0	0.0	0.999999957596579	1.7980500359804225e-15	bc1010	1		1	bc1010	1
Ala-Ala	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.999999915193158	7.19220014392169e-15	0.0	0.0	1.999999915193158	7.19220014392169e-15	bc1010.bc1015	1		1	bc1010.bc1015	1
Arsenate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999999957596579	1.7980500359804225e-15	0.0	0.0	0.999999957596579	1.7980500359804225e-15	bc1015	1		1	bc1015	1
Arsenite	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999999957596579	1.7980500359804225e-15	0.0	0.0	0.999999957596579	1.7980500359804225e-15	bc1015	1		1	bc1015	1
BET	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
BIOT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
CMP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.999999830386316	2.876880057568676e-14	0.0	0.0	3.999999830386316	2.876880057568676e-14	bc1008.bc1010.bc1015.bc1016	1		1	bc1008.bc1010.bc1015.bc1016	1
