	Source	Target	SourceType	Weight	ABS_Weight	Sign_Weight	ABSRootWeight	SignedRootWeight
0	Turicimonas_muris_YL45	L-Aspartate-e0	Microbe	-680.617161643273	680.617161643273	-1.0	26.08864047134831	-26.08864047134831
8	Riboflavin	Turicimonas_muris_YL45	Metabolite	126.68907411760277	126.68907411760277	1.0	11.2556241105326	11.2556241105326
18	Clostridium_innocuum_I46	N-Acetyl-D-glucosamine-e0	Microbe	-1.0000000000000004	1.0000000000000004	-1.0	1.0000000000000002	-1.0000000000000002
24	Clostridium_innocuum_I46	Folate-e0	Microbe	-1.0	1.0	-1.0	1.0	-1.0
27	Folate-e0	Clostridium_innocuum_I46	Metabolite	0.020669897431785517	0.020669897431785517	1.0	0.1437702939823993	0.1437702939823993
36	N-Acetyl-D-glucosamine-e0	Clostridium_innocuum_I46	Metabolite	-0.31004846147518916	0.31004846147518916	-1.0	0.5568199542717459	-0.5568199542717459
42	Spermidine-e0	Clostridium_innocuum_I46	Metabolite	0.5911590665460775	0.5911590665460775	1.0	0.768868692655695	0.768868692655695
51	Clostridium_innocuum_I46	Riboflavin	Microbe	-1.0000000000000009	1.0000000000000009	-1.0	1.0000000000000004	-1.0000000000000004
55	Turicimonas_muris_YL45	Riboflavin	Microbe	-1.0000000000016553	1.0000000000016553	-1.0	1.0000000000008276	-1.0000000000008276
56	L-Glutamine-e0	Clostridium_innocuum_I46	Metabolite	0.38446009222926336	0.38446009222926336	1.0	0.6200484595813971	0.6200484595813971
63	Turicimonas_muris_YL45	Spermidine-e0	Microbe	-0.9999999999999997	0.9999999999999997	-1.0	0.9999999999999998	-0.9999999999999998
65	N-Acetyl-D-chondrosamine-e0	Clostridium_innocuum_I46	Metabolite	-0.01653591794534537	0.01653591794534537	-1.0	0.1285920601955866	-0.1285920601955866
67	Clostridium_innocuum_I46	O2-e0	Microbe	-1.0000000000000009	1.0000000000000009	-1.0	1.0000000000000004	-1.0000000000000004
76	Clostridium_innocuum_I46	N-Acetyl-D-chondrosamine-e0	Microbe	-1.0000000000000009	1.0000000000000009	-1.0	1.0000000000000004	-1.0000000000000004
80	Clostridium_innocuum_I46	Spermidine-e0	Microbe	-0.9999999999999984	0.9999999999999984	-1.0	0.9999999999999992	-0.9999999999999992
81	Riboflavin	Clostridium_innocuum_I46	Metabolite	-0.7027765126771097	0.7027765126771097	-1.0	0.8383176681169912	-0.8383176681169912
90	Clostridium_innocuum_I46	L-Glutamine-e0	Microbe	-1.0000000000000002	1.0000000000000002	-1.0	1.0	-1.0
97	Clostridium_innocuum_I46	L-Aspartate-e0	Microbe	-0.9999999999999993	0.9999999999999993	-1.0	0.9999999999999997	-0.9999999999999997
99	O2-e0	Clostridium_innocuum_I46	Metabolite	-0.2976465230161643	0.2976465230161643	-1.0	0.54556990662624	-0.54556990662624
102	L-Aspartate-e0	Clostridium_innocuum_I46	Metabolite	0.02066989743167254	0.02066989743167254	1.0	0.1437702939820064	0.1437702939820064
