	0.0000-0.0000	0.0000-0.0029	0.0029-0.0034	0.0229-0.0237	0.0237-0.1958	0.1958-0.2278	0.2278-0.3278	0.3278-0.3308	0.3308-0.3308	0.4703-0.4773	0.4773-0.5024	0.5024-0.5151	0.5152-0.5163	0.5163-0.5164	0.5164-0.5179	0.5179-0.5179	0.5179-0.5510	0.5510-0.5511	0.5511-0.5512	0.5521-0.5618	0.5618-0.5627	0.5627-0.5627	0.5627-0.5633	0.5633-0.5641	0.5641-2.6933	2.6933-3.2348	3.2348-3.2349	3.2349-3.6623	3.6623-4.3631	4.3631-4.3883	4.3909-5.1401	5.1401-5.9606	5.9606-7.1779	7.1779-9.2831	9.2831-14.4463	14.4463-20.0000	Source	Target
Blautia_coccoides_YL58##Enterocloster_clostridioformis_YL32##PAN	-126.68907411984772	-126.68907411981499	-126.68907411998707	-126.68907412035328	-126.68907411709374	-126.68907411699549	-126.6890741170514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-126.68907411559645	-126.68907411562734	-126.68907411561116	-126.68907411560886	-126.68907411561015	Blautia_coccoides_YL58	Enterocloster_clostridioformis_YL32
Enterocloster_clostridioformis_YL32##Blautia_coccoides_YL58##PAN	-96.79614652099224	-96.79614652168694	-96.79614652168655	-96.79614652168564	-96.79614652169067	-96.79614652167196	-96.79614652167531	-0.24800146552260235	-13.842462523481407	-13.84246252345878	-13.842462523433502	-13.842462523140247	-13.842462523602208	-13.842462523150534	-13.842462523114975	-13.84246252350014	-13.842462523497504	-13.842462523315948	-13.84246252331439	-13.842462523558074	-13.84246252355175	-13.842462523604551	-13.842462523663755	-13.842462523721172	-13.842462523731852	-13.842462513333984	-0.002712508016824604	-13.84246252288463	-13.842462522881865	-13.842462522884729	-13.842462522882052	-96.7961465161641	-96.79614651623076	-96.79614651631213	-96.79614651628548	-96.79614651635698	Enterocloster_clostridioformis_YL32	Blautia_coccoides_YL58
Blautia_coccoides_YL58##Enterocloster_clostridioformis_YL32##D-Glucose-e0.Spermidine-e0.O2-e0.Puryvate.Thiamin-e0.L-Serine-e0.Folate-e0.L-Aspartate-e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1584.4391871757962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Blautia_coccoides_YL58	Enterocloster_clostridioformis_YL32
