	MetConSIN	DirectDFBA	Difference	ABS_Difference	SameSign
bc1008##1,2-Diacyl-sn-glycerol dioctadecanoyl	-0.007116935767784237	-0.21784225622899997	0.21072532046121573	0.21072532046121573	1.0
bc1008##Chorismate	-0.00032061379524609226	-0.009813664268499998	0.009493050473253906	0.009493050473253906	1.0
bc1010##dGTP	-0.004331422342616394	-0.10213084803249997	0.09779942568988358	0.09779942568988358	1.0
bc1008##dGTP	-0.0006900826884451603	-0.021122738081999996	0.020432655393554836	0.020432655393554836	1.0
bc1012##GTP	-0.02411536126232875	-0.9159202036884998	0.8918048424261711	0.8918048424261711	1.0
bc1010##Niacin	0.0006624444540781964	0.015619815821999998	-0.014957371367921801	0.014957371367921801	1.0
bc1008##Oxidized glutathione	-8.015344881138079e-05	-0.0024534177464999997	0.002373264297688619	0.002373264297688619	1.0
bc1010##L-Tryptophan	-0.01114286388658097	-0.26273820397149994	0.25159534008491896	0.25159534008491896	1.0
bc1012##UMP	-0.016676528721331327	-0.6333875478409998	0.6167110191196685	0.6167110191196685	1.0
bc1010##Acetate	1.3529993427139857	31.902446153132495	-30.54944681041851	30.54944681041851	1.0
bc1008##K+	-0.0001603068976242568	-0.004906831462499999	0.004746524564875742	0.004746524564875742	1.0
bc1010##AMP	-0.016943843678190233	-0.39951982343049985	0.3825759797523096	0.3825759797523096	1.0
bc1008##Acetate	1.4879789582477612	45.545541517042984	-44.057562558795226	44.057562558795226	1.0
bc1008##Sulfate	-0.00016030689762387582	-0.004906831462499999	0.004746524564876123	0.004746524564876123	1.0
bc1010##Putrescine	-0.0006624444540756001	-0.015619815821999998	0.014957371367924398	0.014957371367924398	1.0
bc1012##L-Glutamine	-0.03801911032729204	-1.4439954242914999	1.4059763139642079	1.4059763139642079	1.0
bc1012##ddca	-0.004454277811293575	-0.16917694055099994	0.16472266273970637	0.16472266273970637	1.0
bc1010##Ca2+	-0.0006624444540784689	-0.015619815821999998	0.014957371367921529	0.014957371367921529	1.0
bc1008##CMP	-0.0013601630759644437	-0.04163322574849999	0.040273062672535546	0.040273062672535546	1.0
bc1012##Ala-Ala	-0.00445427781129176	-0.16917694055099994	0.16472266273970818	0.16472266273970818	1.0
bc1008##L-Proline	-0.01053159239457929	-0.32236146705099994	0.31182987465642065	0.31182987465642065	1.0
bc1008##4-Hydroxybenzoate	-0.00016030689763574284	-0.004906831462499999	0.004746524564864256	0.004746524564864256	1.0
bc1010##D-Glucose	-0.8752829032683022	-20.638343869997996	19.763060966729693	19.763060966729693	1.0
bc1012##L-Arginine	-0.043935622657893025	-1.6687091671164995	1.6247735444586064	1.6247735444586064	1.0
Fumarate##bc1012	-0.001074355983512897	34.737699297050995	-34.73877365303451	34.73877365303451	-1.0
bc1008##L-Tryptophan	-0.002696494671076081	-0.08253699414149998	0.0798404994704239	0.0798404994704239	1.0
bc1010##L-Threonine	-0.04982752341733729	-1.1748859228044997	1.1250583993871623	1.1250583993871623	1.0
bc1012##L-Leucine	-0.06685510812383624	-2.539209077851999	2.4723539697281627	2.4723539697281627	1.0
bc1010##L-Asparagine	-0.04740973219666294	-1.1178766928965	1.0704669606998372	1.0704669606998372	1.0
bc1012##Oxidized glutathione	-0.00024988232236520597	-0.009490723142999997	0.009240840820634791	0.009240840820634791	1.0
bc1008##Putrescine	-0.00016030689762387874	-0.004906831462499999	0.00474652456487612	0.00474652456487612	1.0
bc1012##L-Proline	-0.03283275772630001	-1.2470137127149998	1.2141809549887	1.2141809549887	1.0
bc1008##D-Alanine	-0.0028575509076505918	-0.08746676452299997	0.08460921361534937	0.08460921361534937	1.0
bc1010##L-Isoleucine	-0.05708089707935069	-1.3459136219329995	1.2888327248536489	1.2888327248536489	1.0
bc1010##Chorismate	-0.0013248889081500287	-0.03123962626999999	0.029914737361849963	0.029914737361849963	1.0
bc1008##L-Lactate	0.993735361414246	30.417241392120996	-29.42350603070675	29.42350603070675	1.0
bc1008##Chitobiose	-0.0029377043564653518	-0.08992018092599997	0.08698247656953462	0.08698247656953462	1.0
bc1008##Uridine	-0.005349243109994434	-0.16373495945099997	0.15838571634100554	0.15838571634100554	1.0
bc1012##Sulfate	-0.0004997646447317436	-0.018981450316499993	0.01848168567176825	0.01848168567176825	1.0
bc1010##dATP	-0.002568816705031466	-0.06057027070299999	0.05800145399796852	0.05800145399796852	1.0
bc1010##L-Proline	-0.043520241972101525	-1.0261661853664998	0.9826459433943984	0.9826459433943984	1.0
bc1012##Ca2+	-0.000499764644729549	-0.018981450316499993	0.018481685671770443	0.018481685671770443	1.0
bc1008##Cytidine	-0.0034444074910441993	-0.10542985393099999	0.10198544643995579	0.10198544643995579	1.0
bc1010##Cu2+	-0.0006624444540798994	-0.015619815821999998	0.014957371367920098	0.014957371367920098	1.0
bc1008##Myristic acid	-0.005875408712936682	-0.17984036050849994	0.17396495179556326	0.17396495179556326	1.0
bc1012##L-Tyrosine	-0.02149197426044582	-0.8162819229924998	0.794789948732054	0.794789948732054	1.0
bc1012##L-Valine	-0.062731186863526	-2.3825793377224995	2.3198481508589737	2.3198481508589737	1.0
bc1008##BET	-0.00032061379525744977	-0.009813664268499998	0.009493050473242549	0.009493050473242549	1.0
bc1008##Cu2+	-0.00016030689762498485	-0.004906831462499999	0.004746524564875014	0.004746524564875014	1.0
bc1012##Pyridoxal	-0.0004997646447309968	-0.018981450316499993	0.018481685671768996	0.018481685671768996	1.0
bc1008##ddca	-0.0026972440100255434	-0.08255993037349997	0.07986268636347443	0.07986268636347443	1.0
bc1010##L-Glutamine	-0.07599896205020999	-1.7919837198919997	1.7159847578417897	1.7159847578417897	1.0
bc1012##L-Serine	-0.03800700381204922	-1.4435356060424998	1.4055286022304505	1.4055286022304505	1.0
bc1008##L-Arginine	-0.014093000450717857	-0.4313725921999999	0.41727959174928203	0.41727959174928203	1.0
bc1010##Mg	-0.0006624444540760898	-0.015619815821999998	0.014957371367923909	0.014957371367923909	1.0
bc1012##H+	1.5449559812033296	44.12609852435099	-42.58114254314766	42.58114254314766	1.0
bc1010##BIOT	-0.0006624444540771594	-0.015619815821999998	0.014957371367922839	0.014957371367922839	1.0
bc1008##Niacin	0.0001603068976239039	0.004906831462499999	-0.004746524564876095	0.004746524564876095	1.0
bc1008##L-Aspartate	-0.01147282166655968	-0.3511715495695	0.3396987279029403	0.3396987279029403	1.0
bc1008##Folate	-0.0004809206928709438	-0.014720499761499996	0.014239579068629053	0.014239579068629053	1.0
bc1012##Acetate	1.6727291099361388	48.97902147567648	-47.30629236574035	47.30629236574035	1.0
bc1012##Formate	-0.0004997646447292886	-0.018981450316499993	0.018481685671770706	0.018481685671770706	1.0
bc1012##Glycerol	-0.0110936987998905	-0.4213473199639999	0.41025362116410935	0.41025362116410935	1.0
