	0.0000-0.0020	0.0020-0.0084	0.0085-0.0252	0.0252-0.0253	0.0253-0.0411	0.0411-0.0412	0.0412-0.0491	0.0491-0.0491	0.0493-0.0493	0.0493-0.0803	0.0803-0.0973	0.0973-0.1008	0.1011-0.1151	0.1151-0.1345	0.1345-0.1345	0.1345-0.1347	0.1347-0.1388	0.1429-0.1470	0.1470-0.1791	0.1791-20.0000	Source	Target
Riboflavin##Flavonifractor_plautii_YL31##Metabolite##None	126.68907411730731	126.68907411806605	126.68907411823041	126.68907411814843	126.6890741182446	126.68907411582589	126.68907411809766	126.68907411749699	126.68907411778045	126.68907411767073	126.68907411887102	126.68907411638452	126.68907412034852	126.68907412627907	126.68907411751475	126.68907411747436	126.68907411392523	126.68907410760697	126.68907411637619	126.68907412074456	Riboflavin	Flavonifractor_plautii_YL31
Flavonifractor_plautii_YL31##Phosphate-e0##Microbe##Riboflavin	-127.45775495899906	-127.45775495970585	-127.45775495986193	-127.45775495978208	-127.45775495988362	-127.45775495744444	-127.45775495971615	-127.45775495910998	-127.45775495937427	-127.45775495929188	-127.45775496050933	-127.45775495791057	-127.45775496190005	-127.4577549678897	-127.45775495920533	-127.45775495916216	-127.45775495572917	-127.45775494916963	-127.4577549579625	-127.45775496242224	Flavonifractor_plautii_YL31	Phosphate-e0
Flavonifractor_plautii_YL31##L-Glutamate-e0##Microbe##Riboflavin	-68.22864673318402	-68.22864673380198	-151.5100520710969	-341.2441875020333	-196.81247502533316	-3939.8605468802275	-225.80204819352707	-225.80204819247933	-989.3281286074956	-989.328128606713	1001.052096895541	-2559.8488033999797	4233.478054829424	14135.857108496382	1267.3788873035785	1267.3788873031563	-2973.759760096583	-24070.342397099488	-1140.5416828715752	-1140.541682910344	Flavonifractor_plautii_YL31	L-Glutamate-e0
Flavonifractor_plautii_YL31##D-Glucose-e0##Microbe##Riboflavin	-8.740871282625115	-8.74087128264473	-8.740871282663955	-8.740871282654972	-8.740871282661656	-8.740871282467463	-8.74087128265504	-8.740871282608142	-8.740871282619263	-8.740871282601011	-8.740871282680903	-8.740871282606477	-8.74087128291985	-8.740871283316942	-8.740871282607024	-8.740871282600253	-8.740871282220123	-8.740871281961217	-8.740871282501494	-8.740871282843367	Flavonifractor_plautii_YL31	D-Glucose-e0
Flavonifractor_plautii_YL31##Mn2+-e0##Microbe##Riboflavin	-0.9241112603170308	-0.9241112603242833	-0.924111260326096	-0.9241112603248469	-0.9241112603258654	-0.9241112603067672	-0.9241112603249153	-0.9241112603226408	-0.9241112603228574	-0.924111260322125	-0.9241112603319517	-0.9241112603062136	-0.924111260340305	-0.9241112603945992	-0.9241112603213694	-0.9241112603209983	-0.9241112602957443	-0.9241112602396676	-0.9241112603097965	-0.924111260341793	Flavonifractor_plautii_YL31	Mn2+-e0
Flavonifractor_plautii_YL31##Zn2+-e0##Microbe##Riboflavin	-0.9241112603181117	-0.9241112603231935	-0.9241112603249745	-0.9241112603238434	-0.9241112603247429	-0.9241112603064287	-0.9241112603238085	-0.9241112603198055	-0.9241112603207094	-0.924111260320573	-0.9241112603303605	-0.9241112603077616	-0.9241112603383108	-0.9241112603901167	-0.9241112603242884	-0.9241112603240037	-0.9241112603036611	-0.9241112602428617	-0.9241112603121897	-0.9241112603463827	Flavonifractor_plautii_YL31	Zn2+-e0
Flavonifractor_plautii_YL31##L-Lysine-e0##Microbe##Riboflavin	-41.268999357417286	-41.268999357661244	-41.26899935771257	-41.26899935768796	-41.2689993577176	-41.268999356929086	-41.26899935767166	-41.26899935747474	-41.2689993575667	-41.26899935753293	-41.26899935792201	-41.26899935712407	-41.268999358437625	-41.26899936038391	-41.26899935749918	-41.268999357487075	-41.26899935631328	-41.26899935417543	-41.268999357125324	-41.26899935854548	Flavonifractor_plautii_YL31	L-Lysine-e0
Flavonifractor_plautii_YL31##L-Aspartate-e0##Microbe##Riboflavin	-57.8288367899436	-57.82883679022679	-57.82883679029833	-57.82883679025467	-57.828836790302965	-3800.876908647978	-86.81840995865606	-86.81840995825424	-86.81840995844928	-911.7752611272485	-911.7752611357085	2649.125639156951	6684.592083059443	6684.592083369645	2407.9205701854157	2407.920570184634	-1833.2180772473757	0.0	0.0	0.0	Flavonifractor_plautii_YL31	L-Aspartate-e0
Flavonifractor_plautii_YL31##Sulfate-e0##Microbe##Riboflavin	-0.9241112603194997	-0.9241112603228655	-0.9241112603238009	-0.9241112603231322	-0.924111260323887	-0.9241112603041318	-0.9241112603233247	-0.9241112603184829	-0.9241112603214225	-0.9241112603198318	-0.9241112603316577	-0.9241112603041272	-0.9241112603398998	-0.9241112603973729	-0.9241112603072568	-0.9241112603069589	-0.9241112602673421	-0.9241112602358812	-0.9241112603233013	-0.9241112603493785	Flavonifractor_plautii_YL31	Sulfate-e0
Flavonifractor_plautii_YL31##L-Arginine-e0##Microbe##Putrescine-e0	0.999999999999982	0.9999999999999711	0.9999999999999695	0.9999999999999734	0.9999999999999754	1.0000000000005445	0.0	0.0	0.0	0.0	0.0	0.24999999999763348	0.33333333333114035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Flavonifractor_plautii_YL31	L-Arginine-e0
