	MetConSIN	DirectDFBA	Difference	ABS_Difference	SameSign
bc1010##O2	-1.7682145622801937	-1e-08	-1.7682145522801938	1.7682145522801938	1.0
D-Glucose##bc1016	0.05745328770557882	1e-08	0.05745327770557882	0.05745327770557882	1.0
bc1015##H+	1.4792389141418316	1e-08	1.4792389041418317	1.4792389041418317	1.0
bc1010##Acetate	1.545785182895604	1e-08	1.545785172895604	1.545785172895604	1.0
D-Glucose##bc1008	0.057453288118452996	1e-08	0.057453278118452994	0.057453278118452994	1.0
bc1010##H2O	3.5994600791645746	2e-08	3.5994600591645747	3.5994600591645747	1.0
bc1008##Acetate	1.4964829358244556	1e-08	1.4964829258244556	1.4964829258244556	1.0
bc1015##CO2	2.011663656818881	1e-08	2.011663646818881	2.011663646818881	1.0
bc1015##Acetate	1.6599103520070508	1e-08	1.659910342007051	1.659910342007051	1.0
bc1008##D-Glucose	-0.9999999999999929	-1e-08	-0.9999999899999928	0.9999999899999928	1.0
D-Glucose##bc1015	0.2502986192091006	1e-08	0.25029860920910063	0.25029860920910063	1.0
bc1015##D-Glucose	-1.000000000000007	-1e-08	-0.999999990000007	0.999999990000007	1.0
bc1010##D-Glucose	-1.0000000000000004	-1e-08	-0.9999999900000004	0.9999999900000004	1.0
bc1010##H+	1.387434127081199	1e-08	1.387434117081199	1.387434117081199	1.0
bc1010##CO2	1.9570904648582215	1e-08	1.9570904548582215	1.9570904548582215	1.0
D-Glucose##bc1010	0.2697048295392189	1e-08	0.26970481953921893	0.26970481953921893	1.0
bc1016##H+	2.4287077039340965	1e-08	2.4287076939340966	2.4287076939340966	1.0
bc1016##Acetate	1.4964829358497282	1e-08	1.4964829258497283	1.4964829258497283	1.0
bc1008##H+	2.428694664394088	1e-08	2.428694654394088	2.428694654394088	1.0
bc1015##H2O	3.5025058048501845	2e-08	3.5025057848501846	3.5025057848501846	1.0
bc1015##O2	-1.837256011415791	-1e-08	-1.837256001415791	1.837256001415791	1.0
bc1008##L-Lactate	0.9994146777673392	1e-08	0.9994146677673391	0.9994146677673391	1.0
bc1016##L-Lactate	0.9994146777715408	1e-08	0.9994146677715408	0.9994146677715408	1.0
bc1016##D-Glucose	-1.000000000000001	-1e-08	-0.9999999900000011	0.9999999900000011	1.0
